year,city,population,count_age_precent,number_of_high_schools,number_of_bachelor_graduates_in_percent,number_of_high_school_graduates_in_percent,number_of_high_school_students,Registration_for_higher_education_within_8_years_in_percent,number_of_students_in_percent,number_of_self_employees,number_of_employees,employees_average_monthly_wage,employees_average_monthly_wage_change_in_percent,self_employees_average_monthly_wage,self_employees_average_monthly_wage_change_in_percent
2018,בועיינה-נוג'ידאת,9645,50.12,2,41.71,30.24,635,9.5,14.5,253,4118,6087.46,2.29,8151.57,-8.29
2018,בוקעאתא,6528,47.37,1,68.18,26.58,319,4.9,12.6,370,2636,5680.2,-0.97,6200.54,-0.97
2018,ביר אל-מכסור,9317,47.07,1,37.88,28.79,547,6.6,8.4,201,3833,6529.68,5.44,8643.92,-2.6
2018,בית אל,6042,47.67,4,75.52,27.17,951,43.2,23.3,131,2424,7528.18,-1.23,8087.72,-1.04
2018,בית אריה,5139,41.16,-,67.03,-,-,27.7,11.5,283,2669,11488.27,1.89,11628.7,3.78
2018,בית ג'ן,11865,49.24,1,78.33,26.5,636,13.6,14.5,409,5595,7536.81,3.86,5945.03,-1.8
2018,בית דגן,7211,40.01,-,72,-,-,24.1,13.9,380,3490,10534.09,0.18,11489.82,6.57
2018,בית שאן,18226,41.53,6,54.7,17.44,750,11.6,10,530,9789,7713.69,1.57,9144.47,1.65
2018,בית שמש,118676,39.64,52,32.41,25.28,6674,9.7,8.8,2714,36568,7163.27,1.11,8351.84,-2.49
2018,ביתר עילית,56746,38.45,38,5.84,28.71,4220,4.6,5.1,975,15374,5373.69,3.96,7131.08,3.6
2018,בני ברק,198863,41.10,107,4.72,29.54,17369,6.3,2.8,3663,59129,6223.99,2.28,7902.55,-0.85
2018,"בני עי""ש",7017,36.37,-,64.29,-,-,11.2,10,199,3756,8241.85,1.69,7274.77,0.99
2018,בנימינה-גבעת עדה*,15627,38.12,2,77.42,32.57,749,58.5,8.8,939,6830,14477.6,1.95,12721.8,5.97
2018,"בסמ""ה",9779,48.13,2,42.8,27,648,11,12.2,318,4110,6236.52,3.48,7672.63,-3.2
2018,בסמת טבעון,7835,47.25,1,53.1,27.54,358,7.7,9.2,239,3369,6583.85,4.84,8290.14,-1.78
2018,בענה,8300,48.64,2,55.1,25.65,667,7.2,14.6,275,3498,5499.23,2.63,8649.66,4.25
2018,בת ים,128774,36.40,17,58.88,22.88,3547,9,9.3,5414,65946,7732.19,1.44,8453.68,3.01
2018,גבעת זאב,17922,39.40,1,43.51,-,-,20.9,11.2,702,7552,8953.35,0.7,9683.89,4.82
2018,גבעת שמואל,26023,39.97,2,88.17,31.59,695,56.3,31,1181,11799,13281.64,0.47,14281.49,4.31
2018,גבעתיים,60212,42.38,5,86.92,31.75,2413,53,18.9,3504,29885,13304.26,0.5,12765.5,1.9
2018,ג'דיידה-מכר,20920,47.80,4,52.33,27.5,1100,8.8,11.6,670,9181,6229.07,3.48,8722.17,-4.76
2018,גדרה,28093,39.93,6,78.71,29.55,1655,40.4,11.9,1097,12285,12021.25,1.14,11738.79,2.2
2018,ג'ולס,6375,49.13,1,60.91,25.75,309,17.1,16.8,189,3171,8235.71,1.59,5833.75,6.93
2018,ג'לג'וליה,9983,45.68,1,64.44,33.13,497,9,15.2,369,4043,5782.65,4.62,7486.68,-1.38
2018,גן יבנה,23751,42.01,3,77.22,26.74,1150,30.4,14,1062,11878,11794.69,2.31,11173.18,0.87
2018,גני תקווה,19263,36.26,2,81.01,25.53,434,51.9,16.2,1097,9374,14719.96,1.73,14381.86,0.64
2018,ג'סר א-זרקא,14692,48.36,2,24.27,23.75,760,1.8,4.4,134,6311,5815.87,5.06,7100.28,-2.77
2018,ג'ש (גוש חלב),3090,43.65,1,76.36,24.86,174,23.5,24.8,223,1525,8811,3.05,10721.99,7.2
2018,ג'ת,11799,46.97,1,63.36,28.27,622,21.8,25.3,584,5384,7970.65,2.34,8098.93,4.9
2018,דאלית אל-כרמל,17426,46.27,2,58.33,21.26,489,13,13.5,908,7970,8024.37,2.98,7739.76,2.89
2018,דבורייה,10403,44.81,1,51.61,28.95,637,14.2,15.8,477,4298,6970.18,2.95,9147.07,-0.34
2018,דייר אל-אסד,12349,47.81,1,59,29.5,590,12,15.2,421,5268,7162.19,2.99,9013.08,-7.21
2018,דייר חנא,10259,47.54,1,81.03,29.59,503,13.4,16.1,365,4629,6762.96,3.89,8197.81,0.23
2018,דימונה,34135,41.54,10,62.73,22.6,1695,10.3,7.7,751,18059,9478.51,2.07,8836.24,2.18
2018,הוד השרון,62325,37.81,6,84.27,28.73,2614,52.2,14.8,3809,30172,14612.01,3.51,12854.06,3.39
2018,הר אדר,4056,37.42,-,85.88,-,-,54.9,12.4,252,2005,15283.71,0.44,16312.48,2.5
2018,הרצלייה,95142,37.96,10,79.15,26.62,3301,42.5,18.4,6015,46183,12612.23,1.45,12078.29,1.47
2018,זכרון יעקב,23075,37.67,8,75.68,27.31,1502,50.9,12.1,1322,10434,14023.47,0.1,11042.62,1.85
2018,זמר,6939,46.02,1,58.91,33.7,674,11.2,14.7,349,3001,7100.92,3.32,7621.87,4.21
2018,זרזיר,7942,47.96,1,46.76,28.44,455,8.3,10.6,164,3349,6527.12,5.23,8929.76,-12.44
2018,חדרה,95683,39.71,19,54.48,24.11,3689,20.6,9.5,4112,48693,9214.44,1.72,9129.72,1.93
2018,חולון,194273,38.68,22,65.06,26.74,5990,21.5,13.7,9581,94471,9631.72,1.38,9920.83,0.94
2018,חורה,21559,42.35,7,36.77,26.77,1713,9.4,10.5,209,4442,6421.81,4.23,7970.94,0.5
2018,חורפיש,6315,49.05,1,80.15,25.21,353,19.7,20.4,302,2857,8508.82,4.06,5901.62,-11.77
2018,חיפה,283640,38.25,49,63.72,27.01,11667,32.2,24.6,11071,134990,10212.09,-0.05,10446.91,0.35
2018,חצור הגלילית,9165,40.97,5,36.88,27.42,850,12.2,8.2,323,4620,7487.84,1.19,8159.76,5.68
2018,חריש,7569,42.27,-,52.38,-,-,29.9,12.2,507,6216,8781.13,0.1,7975.67,-3.47
2018,טבריה,44233,39.36,15,42.69,21.53,2498,8.9,7.6,1568,20722,6912.07,2.53,7694.15,-1.16
2018,טובא-זנגרייה,6667,49.87,1,36.61,28.89,260,5.5,9.7,156,3063,6336.78,5.84,9833.05,-0.3
2018,טורעאן,14036,46.99,1,46.18,33.72,607,13.2,15.3,649,5616,6381.96,4,11272.39,-4.31
2018,טייבה,43128,45.39,4,58.48,33.04,2544,11.9,16.2,1734,17973,6438.24,2.69,8138.22,4.3
2018,טירה,26163,46.97,7,51,28.44,1422,14.7,16,1315,11728,6987.97,2.5,8211.27,2.44
2018,טירת כרמל,22209,41.09,3,57.65,25.52,536,14.2,8.2,724,11928,8694.19,3.97,8409.9,0.74
2018,טמרה,33851,47.35,9,45.87,25.67,2233,10.5,14.7,1101,14052,6089.86,2.61,9181.07,-1.37
2018,יאנוח-ג'ת,6614,49.88,1,56.1,27,324,14.4,12.7,200,3100,7942.09,3.61,6903.27,3.42
2018,יבנאל,4294,36.21,2,46.15,13.36,147,13.8,8.3,218,1356,7108.97,7.99,6549.84,-0.73
2018,יבנה,46705,40.99,8,72.12,24.63,1379,26.6,13.4,2004,23669,10515.49,3.09,10950.93,1.07
2018,יהוד,29929,37.59,3,71.6,29.18,1780,33.9,13.6,1627,15194,11702.48,0.6,12109.05,0.4
2018,יסוד המעלה,1719,39.09,-,72.41,-,-,43.5,7.9,185,2497,10870.46,2.75,13583.32,6.44
2018,יפיע,18905,46.95,4,65.92,26.17,942,10.8,14.9,712,7993,6351.5,2.88,9049.33,1.97
2018,יקנעם עילית,23311,40.14,1,64.32,26.73,802,36.5,9.4,702,12555,11751.53,1.51,10843,0.32
2018,ירוחם,9975,43.28,3,53.85,20.86,459,17.9,10.4,205,4929,8572.5,1.95,9114.79,-3.34
2018,ירושלים,919438,42.60,343,32.4,27.07,54357,15,10.8,25248,306765,7635.67,0.61,8945.07,0.58
2018,ירכא,17002,48.87,7,52.47,27.9,1088,11.1,12.5,674,6436,7154.49,1.72,8065.92,3.52
2018,כאבול,13854,47.58,1,60.91,28.41,625,13.5,16.6,370,4912,6601.47,1.99,7416.22,1.84
2018,כאוכב אבו אל-היג'א,3526,45.63,1,78.95,25.78,232,18.8,21.9,117,1674,7315.62,2.02,8122.62,10.74
2018,כוכב יאיר,8772,38.15,-,84.08,-,-,59.4,15.4,665,5011,14862.37,1.06,14299.81,3.98
2018,כסיפה,21079,43.90,4,43.11,26.35,1581,10.1,10.6,156,4685,6343.48,3.73,9013.52,2.01
2018,כסרא-סמיע,8649,49.96,2,58.49,24.5,441,11.5,12.3,255,3646,8028.71,6.52,6887.09,6.13
2018,כעביה-טבאש-חג'אג'רה,5409,47.62,1,54.95,27,351,11.3,13.2,126,2409,6658.52,4.13,8328.48,0.93
2018,כפר ברא,3594,48.49,-,63.44,-,-,13.1,11.2,163,1546,6704.35,0.69,9416.9,17.15
2018,כפר ורדים,5579,37.22,2,75.63,27.33,328,53.2,9.8,361,2801,13897.1,0.63,9782.77,2.4
2018,כפר יאסיף,10029,46.43,1,63.58,29.58,562,19,16,617,4739,7293.88,2.32,8144.34,0.51
2018,כפר יונה,23061,41.19,1,55.63,31.48,724,33.8,9.1,1291,11405,11568.8,3.44,10817.68,-1.12
2018,כפר כמא,3332,45.11,-,61.9,-,-,19.8,23.4,131,1674,8726.61,2.71,9162.16,4.37
2018,כפר כנא,22399,47.26,5,46.87,29.58,1538,9.5,14.8,767,8739,5848.88,3.81,9187.41,1.8
2018,כפר מנדא,19843,49.61,3,52.37,27.47,1236,9.5,10.3,652,7290,5395.28,1.59,9182.09,0.09
2018,כפר סבא,100764,36.56,13,75.29,25.43,4221,45.3,14.4,5414,49701,12773.23,0.5,11831.33,2.33
2018,כפר קאסם,23242,47.90,4,56.53,26.98,1592,10.7,13.6,1034,9621,6425.51,4.37,7701.37,-2.14
2018,כפר קרע,18675,47.14,6,53.09,28.12,1181,16.6,12.8,806,8594,7492.61,2.69,8579.57,-2.93
2018,כפר שמריהו,1890,31.43,-,91.67,-,-,44,27.7,145,789,15714.17,-6.62,13655.01,1.12
2018,כפר תבור,4262,37.98,-,85.29,-,-,49.4,13.4,273,2205,13091.71,0.46,12682.53,6.69
2018,כרמיאל,46124,38.07,11,59.71,21.09,1835,19.6,12.9,1560,23990,9150.84,1.33,8753.47,0.99
2018,להבים,6350,38.89,-,83.85,-,-,67.5,18.8,274,3436,16995.7,-0.21,16379.42,-5.96
2018,לוד,75726,39.78,18,43.88,25.42,4143,10,9.9,2024,35119,7734.76,3.09,8281.07,1.75
2018,לקיה,13394,43.60,3,33.33,28.46,996,8.4,8.8,187,4381,6009.66,2.84,9963.55,12.85
2018,מבשרת ציון,23962,38.99,3,70.59,25.64,1000,40.4,14.6,1252,11921,12332.57,0.57,11675.97,-0.94
2018,מגאר,22609,50.01,4,61.43,23.92,1148,11.1,14.6,816,9621,6918.32,3.71,8587.42,4.94
2018,מג'ד אל-כרום,15292,47.95,7,50.57,27.05,1055,8.7,14.4,529,6797,6120.26,2.79,8911.73,-5.4
2018,מגדל,1941,37.72,-,57.14,-,-,17,12.5,185,3241,6168.3,1.61,9161.87,23.03
2018,מגדל העמק,25636,39.54,9,44.86,21.44,1415,12.1,7.8,658,12817,7684.57,1.59,7711.31,-2.77
2018,מג'דל שמס,11045,45.80,1,64.67,27.68,526,6.2,19.3,864,4450,5524.23,2.6,7288.01,9.33
2018,מודיעין עילית,73080,37.09,37,1.16,33.87,5385,3.1,2.2,1179,15489,5157.52,4.1,5901.31,3.18
2018,מודיעין-מכבים-רעות*,92406,39.11,15,85.21,30.1,5147,52.2,14.4,4137,43544,14733.91,0.87,13419.61,4.01
2018,מזכרת בתיה,14680,39.27,1,80,27.58,662,50.8,14.3,474,3632,13695.5,2,10992.32,2.98
2018,מזרעה,3858,47.41,-,50.98,-,-,9.3,10.1,152,1958,6738.96,2.62,8185.87,2.75
2018,מטולה,1599,46.28,-,55,-,-,35.1,17.4,125,937,8945.48,-1.14,10513.53,-5.91
2018,מיתר,8438,38.44,1,84.7,29.64,415,61.2,13.8,380,5208,15718.29,0.07,13484.75,2.38
2018,מסעדה,3650,45.04,1,58.9,23.62,307,4.1,15.9,268,1507,5476.65,1.35,7064.09,12.52
2018,מעיליא,3254,40.54,1,81.25,27.77,361,28.2,32,171,1595,9439,1.88,10166.37,7.67
2018,מעלה אדומים,38193,41.34,8,74.21,25.69,1927,22,14.7,1193,19738,9869.19,1.65,10255.65,1
2018,מעלה אפרים,1241,43.91,1,43.75,15.67,94,16.3,6,39,726,7639.22,3.09,7501.21,-8.81
2018,מעלה עירון,14833,48.13,2,49.84,28.57,800,10,9.5,485,5799,6087.04,2.23,9027.41,3.67
2018,מעלות-תרשיחא,21423,39.41,4,62.3,23.97,935,16.4,11.3,708,11304,8647.09,3.65,9237.14,6.28
2018,מצפה רמון,5220,48.47,2,57.63,23.71,332,19.6,8,183,2452,7457.25,1.98,8335.73,10.2
2018,משהד,8219,48.38,3,39.66,22.69,658,9.5,14.9,295,3336,6002.72,3.98,9773.61,2.65
2018,נהרייה,56880,37.27,8,58.38,24.75,1906,19.7,10.8,2252,30279,9571.91,-1.6,10399.28,-1.51
2018,נחף,12845,48.75,3,45.24,21.92,855,11.2,15.5,420,5139,6199.73,2.6,7124.88,-0.02
2018,נס ציונה,50213,38.02,7,84.46,28.59,1801,48.5,15.4,2300,23018,13816.15,1.52,12711.01,1.74
2018,נצרת,77063,46.05,24,50.07,28.75,6094,13.8,15.1,3115,33276,6787.75,1.88,9338.41,0.83
2018,נצרת עילית,41169,37.87,5,63.53,22.08,883,15.5,12.7,1295,21974,7750.64,2.29,9227.7,0.4
2018,נשר,23982,39.69,1,69.14,23.67,568,27.8,17.2,867,12055,10493.46,2.85,10035.56,2.16
2018,נתיבות,35631,42.30,13,40.53,21.8,1548,12.6,9.8,950,15973,7179.86,3.8,9015.93,5.77
2018,נתניה,217243,37.67,29,57.64,24.83,7845,21.3,13.4,9419,100584,9045.68,1.62,9394.07,0.56
2018,סאג'ור,4209,52.96,1,53.33,18.33,165,14.1,12.7,137,2031,7879.85,3.87,5972.8,8.7
2018,סביון*,3969,33.29,-,93.42,-,-,51,21,272,1992,17941.35,0.89,15234.88,1.44
2018,סח'נין,31056,47.08,6,52.8,28.25,1921,13.8,17.4,1172,13698,6617.17,1.26,8768.61,5.03
2018,ע'ג'ר,2607,51.25,1,55.56,22.5,135,8.7,15.8,73,1121,7234.67,-0.82,7022.97,-6.55
2018,עומר,7586,34.76,1,86.36,31.67,380,58.3,14.5,404,4024,16814.88,0.04,15181.29,-0.37
2018,עיילבון,5703,46.27,1,46.73,35.75,286,19.8,19.7,253,2638,8179.97,3.26,8806.69,0.94
2018,עילוט,8192,48.48,1,53.24,27.47,412,2.2,8.1,254,2925,5794.58,3.1,11080.26,-2.62
2018,עין מאהל,13130,48.34,3,35.02,31.45,912,7.9,10.7,344,5482,5704.66,3.96,7846.1,1.96
2018,עין קנייא,2063,46.83,-,44,-,-,4.2,22.1,117,959,6095.91,1.01,6930.26,4.94
2018,עכו,48929,41.17,12,45,21.91,2344,12.2,10.9,1569,24451,7582.54,1.95,9012.18,-2.49
2018,עמנואל,3693,39.19,1,26.09,21.5,86,5.2,2.3,72,1316,5318.85,4.35,5219.28,7.02
2018,עספיא,12354,46.28,2,77.23,23.8,595,12.6,16.6,548,5628,8151.9,1.07,7471.84,5.26
2018,עפולה,51737,40.22,9,51.39,24.99,1674,14.5,11.7,1632,26494,8059.57,1.9,8835.03,-2.54
2018,עראבה,25369,47.32,5,61.31,25.74,1467,14.2,14.8,909,9740,6592.85,3.51,9782.99,5.34
2018,ערד,26451,37.79,5,46.85,27.65,1023,11.4,5.3,791,11694,7845.56,1.22,7483.19,4.18
2018,ערערה,24905,46.52,3,46.51,28,952,13.1,11.1,652,8377,6865.31,2.71,7557.99,-1.61
2018,ערערה-בנגב,17640,44.58,4,11.99,24.57,1327,6.2,5.9,151,4370,6160.49,2.38,9726.08,-9.89
2018,פוריידיס,13086,47.55,4,54.75,24.42,806,7.7,9.4,468,5769,6345.73,3.19,7936.61,-3.86
2018,פסוטה,3148,45.08,-,86.54,-,-,23,27.7,229,1555,8389.29,3.07,9523.05,-6.8
2018,פקיעין (בוקייעה),5815,47.23,1,81.63,24.33,219,18.2,16.6,357,2699,7826.46,3.28,7284.48,1.53
2018,פרדס חנה-כרכור,42084,38.65,8,61.22,23.71,972,38.9,7.9,2675,19378,10967.81,1.67,10141.63,0.81
2018,פרדסייה,5830,40.69,-,81.32,-,-,45,15.3,404,3393,13190.93,3.51,11790.22,-5.58
2018,פתח תקווה,244275,38.01,51,67.62,25.53,10799,31.5,14.7,10241,122907,10757.55,1.06,11102.95,1.71
2018,צפת,35716,39.27,14,35.86,24.36,2046,13.4,10.7,1055,12956,6370.1,1.69,7102.24,3.28
2018,קדומים,4595,37.82,2,81.05,22.42,426,51.1,20.7,157,1856,9600.8,-0.11,9642.5,5.18
2018,קדימה-צורן,22490,39.47,1,76.49,32.84,624,47.3,9.8,1371,10645,13262.64,0.17,12874.49,6.97
2018,קלנסווה,22788,46.73,4,55.35,28.54,1427,10.6,14.2,847,9184,6778.79,2.72,8281.65,1.85
2018,קצרין,7131,38.12,2,54.46,19.87,616,15.4,18.3,307,3713,7363,3.27,8325.93,6.02
2018,קריית אונו,39985,37.76,3,84.14,31.07,1771,54.6,18.7,2063,18327,14825.46,1.21,13749.8,1.49
2018,קריית ארבע,7322,42.12,2,58.62,21.89,394,24,17.6,142,3171,6582.03,0.74,8140.22,-4.04
2018,קריית אתא,58268,38.99,8,56.28,21.83,1768,19,11.3,2072,29481,9100.3,0.95,9371.69,-0.99
2018,קריית ביאליק,39927,37.40,2,61.06,25.35,1217,24.9,10.1,1383,20440,9569.52,0.46,9682.85,1.78
2018,קריית גת,54972,40.13,13,51.97,22.12,2345,11.7,8.8,1673,27907,7597.57,3.15,9300.77,-2.37
2018,קריית טבעון,18121,35.19,3,80.79,21.97,769,52.4,12.1,1073,7829,12344.11,-2.87,10769.65,-1.44
2018,קריית ים,39908,35.93,3,50,21.98,945,12.4,10.1,1155,19911,7965.66,0.47,8001.73,2.88
2018,קריית יערים,5565,43.47,2,12.35,24.88,199,15,6,198,1753,6447.03,4.73,10186.74,-9.58
2018,קריית מוצקין,42014,36.77,4,65.86,26.51,1617,27,12.8,1494,22895,10041.7,0.02,10413.89,3.52
2018,קריית מלאכי,23124,42.34,7,54.08,19.67,846,9.7,7.9,725,11532,6986.75,4.24,8542.55,1.43
2018,קריית עקרון,11000,40.41,1,65.35,27.29,191,13.9,9.8,480,5651,8518.99,2.85,9429.17,4.66
2018,קריית שמונה,22624,41.74,6,52.81,21.15,846,12.7,20.7,719,11912,7920.29,1.93,8954.71,1.44
2018,קרני שומרון,7713,43.36,1,72.79,29.33,264,35.1,14,287,3984,9496.79,1.96,8804.78,-3.52
2018,ראמה,7651,45.59,3,71.72,26.71,908,19.1,17.2,401,3739,7765.32,1.86,7645.03,3.71
2018,ראש העין,56344,42.73,6,67.75,27.84,1587,31.5,12.5,2620,31384,11213.7,2.94,10955.73,0.13
2018,ראש פינה,3120,37.98,-,67.31,-,-,35.8,10.3,2861,25291,11233.35,1.74,11106.03,2.28
2018,ראשון לציון,251720,39.30,30,71.74,27.31,9313,24.5,15.6,12038,132020,10700.19,1.17,11289.53,1.99
2018,רהט,69033,45.78,11,38.34,26.86,3572,6.3,8,917,20708,5719.18,5.28,10398.62,0.97
2018,רחובות,141579,38.52,28,66.09,26.51,5780,36.6,15.3,5462,67840,11061.87,1.52,10664.48,1.7
2018,ריינה,18890,47.41,3,39.49,29.41,1088,7.7,12.4,597,6636,6365.21,3.34,9184.6,1.15
2018,רכסים,12110,41.60,9,8.43,25.06,802,6.8,3.5,224,3671,5591.26,0.12,6092.22,0.23
2018,רמלה,75538,41.71,14,47.02,23.12,3191,7.8,9.6,2695,36319,7825.54,2.65,9151.36,1.26
2018,רמת גן,159160,41.31,15,77.54,29.82,6472,39.7,19.5,8924,79088,11569.69,1.04,11599.9,2.06
2018,רמת השרון,46721,34.77,5,75,28.33,2833,54.1,17.6,3275,20993,14603.7,0.25,13401.05,0.49
2018,רמת ישי,7723,39.26,-,79.46,-,-,49.3,14,370,3904,13061.73,0.99,10371.51,0.75
2018,רעננה,73999,35.93,13,82.51,25.88,3546,42.6,17.5,4664,34939,13080.3,0.61,12469.6,-0.76
2018,שבלי - אום אל-גנם,5995,45.18,1,37.93,23.93,359,9.5,12.8,229,2574,6768.82,2.3,9767.79,1.16
2018,שגב-שלום,10362,44.77,3,29.03,29.5,1357,6,5.6,90,3084,5716.08,4.78,8802.54,15.83
2018,שדרות,26455,44.31,4,64.29,18.81,696,14.9,14.5,817,14188,8180.02,4.16,10607.21,7.21
2018,שוהם,20990,40.60,2,89.16,30.67,1288,57.2,19.7,1011,11367,15412.68,0.73,14639.65,0.12
2018,שלומי,6350,39.63,1,60.19,19.33,116,14,8.2,262,3466,9398.34,4.47,12094.64,9.95
2018,שעב,6941,48.79,1,40.97,26.62,346,8.9,14.7,211,2967,5972.64,3.58,7770.71,5.76
2018,שפרעם,41559,46.52,9,48.36,26.58,2206,9.9,11.8,1395,18038,6911.34,2.31,9211.76,3.72
2018,תל אביב -יפו,451522,46.71,65,65.9,24.68,12614,42.2,21.5,31581,242777,12273.3,4.91,12230.61,2.7
2018,תל מונד,12862,39.19,1,86.96,33.17,796,51.7,12.9,819,6363,14684.63,0.35,14190.86,4.6
2018,תל שבע,20203,44.29,5,23.13,26.87,1236,6.4,7.1,184,5146,5429.05,2.04,12375.35,8.73
2017,אבו גוש,7300,37.21,3,27.7,15,320,10,20.8,133,3131,7054.72,6.82,8772.3,13.24
2017,אבו סנאן,13700,37.38,3,51.7,23,616,11,10.2,477,5343,6688.53,7.21,8121.12,2.05
2017,אבן יהודה,13700,27.55,4,79.8,28,1274,53.8,13.1,711,6131,14368.2,5.8,13007.42,-1.05
2017,אום אל-פחם,54200,40.19,12,43.6,25,3778,7.3,10.5,1655,19324,5650.87,5.2,8745.47,4.48
2017,אופקים,27800,32.63,10,32.8,21,1440,9.6,6.8,257,3229,9677.47,4.25,10588.17,13.84
2017,אור יהודה,36700,28.76,7,46.7,21,1103,12,12.4,1440,17225,8305.45,5.47,10347.23,4.09
2017,אור עקיבא,17800,26.24,5,55.2,21,806,11.6,9.1,649,9453,7862.59,6.87,8921.68,4.15
2017,אורנית,8700,30.13,..,81.1,31,308,45.8,16.8,481,4443,13479.64,5.69,12211.06,0.48
2017,אזור,12700,24.88,..,55.2,0,0,19.9,11.4,600,5932,9579.82,4.73,12182.24,11.12
2017,אילת,50700,29.55,7,59.7,21,1881,10.2,6.7,2091,31478,8236.25,6.67,11438.42,3.45
2017,אכסאל,14200,39.89,5,36.5,24,968,11.8,10.3,624,5350,6694.91,5.76,10519.37,1.54
2017,אליכין,3500,30.69,..,58.5,0,0,25.7,14.2,214,4576,12473.46,4.7,14547.28,-0.4
2017,אלעד,46900,38.43,28,15.2,28,3269,10.7,5.9,951,12946,6566.99,5.38,7638.76,0.29
2017,אלפי מנשה,7800,29.55,..,69.6,0,0,34.6,11.2,406,3940,12452.47,5.25,11330.75,1
2017,אלקנה,3900,33.15,..,90.9,25,374,66.2,52.9,103,1708,11939.51,6.86,13456.77,-4.19
2017,אעבלין,13000,37.52,4,62.4,25,1392,11.4,15.1,447,5387,6474.24,5.03,7867.86,6.13
2017,אפרת,9100,37.00,3,83.1,22,648,43.6,24.1,316,4529,10484.86,5.52,13999.52,6.82
2017,אריאל,19600,32.70,..,63.7,22,488,20.9,41.8,534,10181,9010.14,5.32,9385.55,6.44
2017,אשדוד,222900,28.87,51,50,24,11662,13.4,11.1,5667,101717,8563.71,5.93,9718.46,4.32
2017,אשקלון,137900,26.25,21,61.4,23,5123,17.2,11.9,3884,67187,8239.31,7.57,9493.29,5.42
2017,באקה אל-גרביה,29000,38.71,6,51.4,25,1981,11.1,15.4,1033,11495,6707.76,4.58,9120.76,-0.44
2017,באר יעקב,22900,24.94,4,54.3,21,1086,31,7.9,954,11662,11568.5,7.57,12349.76,4.11
2017,באר שבע,207600,27.54,31,58,23,8179,19.3,15.6,4058,98277,8931.66,6.79,10086.02,5.04
2017,בועיינה-נוג'ידאת,9500,40.27,..,52.7,29,642,9.6,14.9,212,3884,5903.76,8.04,9071.08,14.61
2017,בוקעאתא,6500,35.75,..,62.4,26,230,5.2,11.7,282,2426,5690.18,7.06,7239.43,15.56
2017,ביר אל-מכסור,9100,38.20,..,31.5,30,540,6.4,7.6,169,3742,6143.43,6.94,8886.76,12.87
2017,בית אל,6100,48.58,4,72.5,24,933,44.2,20.7,98,2355,7561.2,6.78,8854.4,0.5
2017,בית אריה,5000,31.44,..,67.4,0,0,28,11.3,241,2577,11185.4,5,11815.31,2.51
2017,בית ג'ן,11700,36.68,..,76.3,26,619,14.9,15.1,336,5315,7199.42,13.36,6338.33,4.55
2017,בית דגן,7100,31.83,..,64,0,0,23.9,14,313,3329,10432.1,6.01,11234.09,6.33
2017,בית שאן,17700,31.93,5,51.1,16,722,11.7,10.2,440,9464,7533.84,7.5,9964.66,-0.26
2017,בית שמש,114400,36.47,50,30.2,23,6325,10.1,8.6,2174,34157,7028.71,4.98,8789.87,2.64
2017,ביתר עילית,54600,38.03,36,4.6,27,3913,4.9,5.3,808,14287,5128.2,7.07,6918.14,2.79
2017,בני ברק,193800,37.47,103,5.1,28,16749,6.3,2.7,2792,56214,6036.72,5.86,8289.76,3.97
2017,"בני עי""ש",7000,25.61,..,61.4,0,0,10.6,10.9,174,3712,8040.73,6.43,7643.93,4.77
2017,בנימינה-גבעת עדה*,15600,29.65,..,77.9,25,773,58.4,10.4,744,6609,14087.97,3.75,13228.17,4.03
2017,"בסמ""ה",9500,40.69,..,43.1,26,685,10.9,13.3,282,3894,5978.88,3.6,8089.42,7.38
2017,בסמת טבעון,7700,38.66,..,39,31,336,7.7,10.2,204,3263,6230.03,5.48,8597.59,8.49
2017,בענה,8100,39.58,..,52.9,27,676,7.3,16.2,244,3348,5315.78,6.13,8176.74,-3.72
2017,בת ים,128700,21.32,17,58.9,23,3604,8.9,9.2,4071,64073,7562,5.34,9088.13,5.86
2017,גבעת זאב,17300,32.01,..,46.4,5,5,22.4,12.2,577,7350,8820.84,3.18,9923.12,5.42
2017,גבעת שמואל,25800,29.74,..,83.1,30,627,56.8,30.2,871,11381,13114.45,4.54,15110.33,0.09
2017,גבעתיים,59500,21.15,5,85.8,29,2445,52.2,20,2677,28422,13133.41,5.41,13671.63,6.24
2017,ג'דיידה-מכר,20600,38.77,4,44.7,27,1105,8.5,12.2,577,8742,5971.63,5.27,9484.02,10.79
2017,גדרה,27500,31.45,6,75.1,26,1640,40.4,11.3,828,11846,11791.2,5.74,12386.06,6.25
2017,ג'ולס,6300,36.93,..,51.8,27,322,17.3,16.3,136,2975,8042.58,10.69,5962.6,12.48
2017,ג'לג'וליה,9800,39.92,..,63.9,34,503,9,14.3,329,3891,5483.67,5.43,7795.44,10.53
2017,גן יבנה,23500,34.81,3,74.9,26,1180,30.3,13.2,862,11550,11437.08,4.67,11771.24,8.72
2017,גני תקווה,18200,24.80,..,75,24,218,51.1,17.2,780,8671,14354.2,4.48,15606.89,8.43
2017,ג'סר א-זרקא,14400,40.27,..,23.4,23,728,1.9,3.9,109,6093,5491.9,7.97,7799,8.24
2017,ג'ש (גוש חלב),3100,31.53,..,59.5,21,169,23.5,23.4,187,1477,8482.25,5.29,10826.14,9.22
2017,ג'ת,11600,38.44,..,65.1,28,592,20.8,24.4,495,5104,7726.84,5.83,8162.79,2.67
