Years,שם יישוב,סמל היישוב,סך הכל,רכב פרטי,משאית סך הכל,משאית עד 4.0 טון עד 2008 משאית עד 3.5 טון החל ב- 2009,משאית מ - 4.1 עד 15.9 טון עד 2008 משאית מ - 3.6 עד 12.0 טון החל ב- 2009,משאית + 16.0 טון עד 2008 משאית + 12.1 טון החל ב- 2009,אוטובוס,מונית,אופנוע,רכב מיוחד,אוטובוס זעיר קיים מ - 1993
2017,חצב,700,724,509,190,96,32,62,-,2,20,-,3
2017,חמד,801,431,337,64,29,30,5,-,-,26,-,4
2017,חניאל,807,483,387,52,37,14,1,-,9,34,1,-
2017,חלץ,820,226,165,53,21,5,27,-,1,5,-,2
2017,חמאם,993,538,464,60,47,10,3,3,1,2,3,5
2017,חזון,1047,233,157,71,43,21,7,-,-,3,-,2
2017,חנתון,1257,302,267,26,21,3,2,-,-,9,-,-
2017,חלוץ,1272,188,165,17,15,2,-,-,-,6,-,-
2017,חמרה,3609,94,69,22,20,2,-,-,-,2,-,1
2017,חיננית,3643,328,298,18,16,2,-,-,-,5,-,7
2017,חמדת,3646,58,49,7,6,1,-,-,-,2,-,-
2017,חיפה,4000,123857,108007,11487,7938,2218,1331,898,425,2601,289,150
2017,חספין,4005,345,304,35,34,1,-,-,-,3,-,3
2017,טירת צבי,268,216,180,27,21,6,-,-,-,9,-,-
2017,חצרים,397,161,127,20,19,1,-,-,-,14,-,-
2017,חצור-אשדוד,406,284,250,31,21,1,9,-,-,3,-,-
2017,חרב לאת,422,382,336,32,23,5,4,-,1,12,-,1
2017,טל שחר,462,596,455,120,81,33,6,-,-,21,-,-
2017,טייבה (בעמק),497,672,526,136,103,20,13,-,-,6,-,4
2017,טורעאן,498,5272,3934,1223,667,146,410,69,7,14,10,15
2017,טירת יהודה,663,578,434,104,55,16,33,1,-,25,8,6
2017,טובא-זנגרייה,962,2339,1862,377,242,31,104,41,2,21,3,33
2017,חרוצים,1024,445,372,36,29,6,1,-,11,26,-,-
2017,טל-אל,1181,511,465,31,24,7,-,-,-,14,1,-
2017,חרשים,1209,125,104,15,15,-,-,-,-,6,-,-
2017,חריש,1247,1105,999,63,54,7,2,-,8,34,-,1
2017,חצור הגלילית,2034,3216,2717,352,213,77,62,19,12,77,27,12
2017,טירת כרמל,2100,7431,6558,551,335,140,76,13,131,159,12,7
2017,טירה,2720,11611,9205,2000,1293,349,358,13,46,245,13,89
2017,טייבה,2730,16450,13229,2635,1930,252,453,87,65,175,41,218
2017,חרמש,3717,115,99,10,7,3,-,-,2,4,-,-
2017,חשמונאים,3770,1086,1011,51,47,4,-,-,2,22,-,-
2017,טבריה,6700,14377,12225,1253,841,269,143,44,111,662,15,67
2017,יבנאל,46,1361,1154,173,113,37,23,-,5,28,-,1
2017,"יד רמב""ם",64,601,471,113,63,38,12,1,5,10,-,1
2017,יגור,96,422,349,42,37,4,1,-,-,31,-,-
2017,יד מרדכי,358,294,253,31,26,3,2,-,-,9,-,1
2017,טמרה (יזרעאל),547,574,406,74,56,13,5,56,-,2,1,35
2017,יד בנימין,577,997,885,90,61,24,5,1,-,19,-,2
2017,יד חנה,758,369,310,30,22,8,-,-,-,13,16,-
2017,יד נתן,775,273,211,54,24,19,11,-,-,8,-,-
2017,יגל,798,461,334,73,42,14,17,4,24,14,-,12
2017,יד השמונה,1134,100,79,19,18,1,-,2,-,-,-,-
2017,ידידה,1144,1,-,1,1,-,-,-,-,-,-,-
2017,טללים,1177,151,133,12,11,1,-,-,-,6,-,-
2017,טפחות,1214,197,130,60,21,4,35,-,1,6,-,-
2017,יבול,1232,165,135,26,19,7,-,-,-,4,-,-
2017,יאנוח-ג'ת,1295,2310,1946,317,266,28,23,1,6,25,2,13
2017,יבנה,2660,18527,15872,1753,999,531,223,71,146,601,8,76
2017,טנא,3743,301,263,34,29,4,1,-,-,4,-,-
2017,טלמון,3788,857,760,79,71,6,2,-,-,18,-,-
2017,טמרה,8900,12926,10522,2071,1533,308,230,52,25,167,24,65
2017,יהוד,9400,13810,11782,1038,684,259,95,1,135,841,5,8
2017,יסוד המעלה,29,992,756,197,156,34,7,-,-,39,-,-
2017,יחיעם,409,264,239,18,15,3,-,-,-,6,-,1
2017,יסודות,440,105,92,12,11,1,-,-,-,-,-,1
2017,יזרעאל,452,179,161,16,10,3,3,-,-,2,-,-
2017,יפיע,499,7090,5674,1264,999,167,98,6,25,63,20,38
2017,יסעור,575,277,242,23,19,3,1,-,-,12,-,-
2017,ינוב,753,453,371,63,39,21,3,-,1,15,2,1
2017,יערה,795,383,299,54,36,10,8,6,1,11,-,12
2017,יושיביה,803,159,135,19,16,3,-,-,2,1,1,1
2017,יכיני,811,305,240,55,28,8,19,-,3,6,-,1
2017,יטבתה,866,107,82,17,15,2,-,-,-,8,-,-
2017,יעף,1044,120,112,7,5,2,-,-,-,1,-,-
2017,יודפת,1112,370,305,57,52,5,-,-,-,8,-,-
2017,יעד,1138,308,290,10,10,-,-,-,-,8,-,-
2017,יהל,1158,87,70,13,13,-,-,-,-,4,-,-
2017,יובלים,1226,596,532,52,45,6,1,-,-,12,-,-
2017,יובל,2009,278,228,37,31,4,2,-,-,13,-,-
2017,ינון,2011,602,439,109,66,27,16,10,8,26,-,10
2017,"ייט""ב",3607,118,90,25,23,2,-,-,-,3,-,-
2017,יונתן,4007,198,162,27,24,3,-,-,1,8,-,-
2017,יפעת,134,364,317,33,21,3,9,-,-,14,-,-
2017,ירקונה,183,229,180,19,16,3,-,-,-,30,-,-
2017,יקנעם עילית,240,8150,7484,416,272,80,64,4,29,180,1,36
2017,יקנעם (מושבה),241,761,586,108,67,24,17,19,-,33,-,15
2017,יקום,417,495,356,92,24,47,21,-,-,47,-,-
2017,יפתח,453,260,235,17,16,1,-,-,-,8,-,-
2017,ירכא,502,6568,5163,1158,852,113,193,37,26,91,40,53
2017,יראון,623,147,123,20,18,1,1,-,-,4,-,-
2017,ירחיב,718,526,417,79,49,16,14,-,6,24,-,-
2017,יציץ,759,456,350,81,52,24,5,-,4,9,5,7
2017,ישעי,805,268,221,31,28,3,-,-,2,14,-,-
2017,ישרש,828,566,436,97,49,34,14,-,1,31,-,1
2017,ירוחם,831,2879,2455,327,286,25,16,12,15,47,1,22
2017,ישע,916,231,163,62,28,18,16,-,-,6,-,-
2017,יתד,1227,201,163,33,25,7,1,-,-,5,-,-
2017,ירדנה,2026,192,141,44,19,3,22,-,2,5,-,-
2017,ירושלים,3000,237534,194620,25037,18162,4113,2762,1869,2139,11543,308,2018
2017,יפית,3566,85,73,9,6,3,-,-,-,3,-,-
2017,יקיר,3647,578,538,26,23,3,-,-,-,13,-,1
2017,יצהר,3749,367,305,46,37,7,2,-,-,14,2,-
2017,כדורי,371,82,28,11,2,5,4,37,-,-,-,6
2017,כאבול,504,4252,3570,504,403,70,31,44,6,69,3,56
2017,כאוכב אבו אל-היג'א,505,1479,1298,158,115,30,13,6,5,7,-,5
2017,כברי,576,398,328,34,20,14,-,-,-,36,-,-
2017,כוכב מיכאל,824,451,360,73,45,16,12,-,2,15,1,-
2017,כיסופים,840,82,73,6,4,2,-,-,-,3,-,-
2017,כישור,1153,21,15,4,3,1,-,1,-,-,-,1
2017,כליל,1183,282,222,53,51,2,-,-,-,7,-,-
2017,כמון,1201,288,253,28,25,3,-,-,-,7,-,-
2017,כחל,1210,243,209,29,25,4,-,-,-,5,-,-
2017,כוכב יאיר,1224,5191,4565,411,272,107,32,5,16,186,6,2
2017,כלנית,1229,170,119,44,16,6,22,-,-,7,-,-
2017,כורזים,1252,225,203,18,16,2,-,-,-,4,-,-
2017,כמהין,1291,99,53,40,37,2,1,-,-,6,-,-
2017,כמאנה,1331,416,358,45,41,1,3,-,2,8,-,3
2017,כדיתה,1338,33,25,3,3,-,-,-,-,5,-,-
2017,כחלה,1367,11,11,-,-,-,-,-,-,-,-,-
2017,כנות,2006,206,78,115,54,24,37,-,-,6,7,-
2017,כוכב השחר,3564,533,461,46,44,2,-,-,-,23,-,3
2017,כוכב יעקב,3779,1036,870,93,88,4,1,1,2,59,-,11
2017,כנרת (קבוצה),57,249,214,16,10,3,3,-,-,19,-,-
2017,כנרת (מושבה),63,371,309,49,40,8,1,2,2,9,-,-
2017,כפר גדעון,106,111,69,32,23,4,5,-,-,8,1,1
2017,כפר ברוך,132,255,194,47,38,7,2,-,-,14,-,-
2017,"כפר ביל""ו",177,620,503,87,64,19,4,-,-,30,-,-
2017,כפר ביאליק,220,318,263,45,31,9,5,-,-,9,1,-
2017,כפר גליקסון,310,129,112,11,7,4,-,-,-,6,-,-
2017,כפר בלום,357,366,292,45,30,15,-,3,-,25,-,1
2017,כפר אוריה,364,360,279,60,42,11,7,-,-,13,8,-
2017,כפר גלים,427,45,39,5,4,1,-,-,-,1,-,-
2017,כפר ברא,633,1444,1081,326,184,63,79,3,6,17,1,10
2017,כפר אחים,690,370,306,53,40,11,2,-,1,8,-,2
2017,כפר אביב,857,412,326,72,31,7,34,-,-,14,-,-
2017,כסלון,859,157,135,20,13,7,-,-,2,-,-,-
2017,כעביה-טבאש-חג'אג'רה,978,2028,1650,292,230,37,25,24,1,18,-,43
2017,כסיפה,1059,2000,1393,464,388,22,54,17,4,5,1,116
2017,כסרא-סמיע,1296,2669,2292,307,263,13,31,3,6,27,3,31
2017,כפר בן נון,2010,345,294,41,29,11,1,-,1,9,-,-
2017,כפר אדומים,3638,1377,1188,119,107,12,-,-,2,65,1,2
2017,כנף,4028,212,146,53,44,8,1,1,1,11,-,-
2017,כפר גלעדי,76,288,249,36,24,4,8,-,-,3,-,-
2017,כפר הס,187,673,560,80,66,12,2,-,-,33,-,-
2017,כפר ויתקין,190,1065,870,148,114,22,12,-,-,47,-,-
2017,כפר החורש,192,281,233,42,18,23,1,-,-,6,-,-
2017,כפר חיים,193,330,249,66,47,8,11,-,1,13,-,1
2017,"כפר הרא""ה",217,460,399,54,48,6,-,-,-,6,-,1
2017,כפר המכבי,254,171,144,18,13,3,2,7,-,1,-,1
2017,כפר חיטים,255,338,296,31,20,5,6,-,-,11,-,-
2017,כפר ורבורג,320,627,441,173,65,19,89,-,1,11,1,-
2017,כפר הנשיא,443,279,251,24,21,2,1,-,-,4,-,-
2017,כפר הנגיד,582,648,515,97,59,36,2,-,1,35,-,-
2017,כפר חושן,609,391,313,72,41,13,18,-,-,5,1,-
2017,"כפר חב""ד",696,1305,1119,132,95,35,2,10,1,41,-,2
2017,כפר דניאל,707,300,254,28,20,8,-,-,-,18,-,-
2017,כפר זיתים,786,262,213,22,17,4,1,-,4,23,-,-
2017,"כפר הרי""ף",888,434,360,57,30,8,19,-,1,15,-,1
2017,כפר הנוער הדתי,890,9,9,-,-,-,-,-,-,-,-,-
2017,כפר ורדים,1263,2650,2438,144,118,22,4,-,2,65,1,-
2017,כפר זוהרים,1325,7,5,2,2,-,-,-,-,-,-,-
2017,כפר האורנים,3796,836,753,37,31,6,-,10,-,36,-,-
2017,כפר יחזקאל,85,564,418,90,67,7,16,7,2,38,1,8
2017,"כפר מל""ל",98,196,157,26,21,5,-,-,2,11,-,-
2017,כפר חסידים א',112,418,317,75,51,20,4,-,-,18,1,7
2017,כפר יהושע,140,559,434,98,74,21,3,-,-,26,-,1
2017,כפר יונה,168,8812,7648,653,506,91,56,6,41,458,2,4
2017,כפר יעבץ,170,302,249,37,32,5,-,-,-,16,-,-
2017,כפר ידידיה,233,370,293,46,30,12,4,2,-,29,-,-
2017,כפר מנחם,274,510,430,68,30,32,6,-,1,11,-,-
2017,כפר מסריק,297,208,176,25,24,1,-,-,-,7,-,-
2017,כפר מונש,387,415,328,66,47,13,6,-,-,19,2,-
2017,כפר יאסיף,507,4621,3879,596,466,79,51,4,30,96,1,15
2017,כפר כמא,508,1442,1220,121,98,15,8,3,3,93,-,2
2017,כפר כנא,509,8089,6440,1400,1033,198,169,76,12,76,12,73
2017,כפר מנדא,510,6124,5000,809,615,135,59,33,29,46,7,200
2017,כפר מצר,512,903,706,167,134,19,14,5,1,14,-,10
2017,כפר טרומן,673,538,402,101,61,30,10,-,-,35,-,-
2017,כפר חסידים ב',889,115,103,10,8,2,-,-,-,2,-,-
2017,כפר מימון,1095,252,209,29,25,3,1,-,-,14,-,-
2017,כפר חנניה,1297,316,269,39,28,6,5,1,-,7,-,-
2017,כפר חרוב,4004,230,205,20,17,3,-,-,-,5,-,-
2017,כפר תבור,47,2058,1827,170,112,41,17,1,1,57,1,1
2017,כפר סילבר,107,33,30,2,2,-,-,-,1,-,-,-
2017,כפר פינס,189,200,166,31,24,6,1,-,-,3,-,-
2017,כפר סירקין,249,737,578,104,70,29,5,-,3,52,-,-
2017,כפר שמריהו,267,1331,1180,86,68,17,1,-,2,62,-,1
2017,כפר רופין,295,188,163,10,7,3,-,-,1,14,-,-
2017,כפר נטר,316,604,451,94,73,20,1,2,-,21,-,36
2017,כפר סאלד,345,265,245,10,10,-,-,-,-,10,-,-
2017,כפר קיש,388,291,230,43,33,10,-,-,-,18,-,-
2017,כפר ראש הנקרה,579,529,460,42,39,3,-,-,-,26,-,1
2017,כפר שמאי,605,216,181,27,17,3,7,-,-,8,-,-
2017,כפר קאסם,634,9501,6878,2023,874,451,698,88,89,140,96,187
2017,כפר קרע,654,7939,6405,1305,963,148,194,39,5,147,6,32
2017,כפר שמואל,743,405,336,57,39,15,3,-,1,9,-,2
2017,כפר מרדכי,764,350,286,53,32,16,5,-,-,11,-,-
2017,כפר עזה,845,402,350,22,19,-,3,-,-,30,-,-
2017,כפר רוזנואלד (זרעית),1130,140,122,16,14,2,-,-,-,2,-,-
2017,כפר רות,1166,177,136,36,13,17,6,-,1,3,1,-
2017,כפר עציון,3488,206,174,21,20,1,-,-,-,11,-,-
2017,כפר סבא,6900,63541,57760,3009,2130,540,339,657,214,1808,38,55
2017,כרם בן שמן,88,43,40,1,1,-,-,-,-,2,-,-
2017,להבות הבשן,380,336,296,27,24,3,-,-,-,13,-,-
2017,"כרם מהר""ל",580,491,404,71,62,9,-,-,-,16,-,-
2017,לביא,585,106,75,28,27,1,-,-,-,3,-,-
2017,כרם בן זמרה,664,290,228,50,36,13,1,-,1,11,-,-
2017,להבות חביבה,715,287,246,31,21,10,-,-,2,8,-,-
2017,כרמייה,768,282,232,33,30,1,2,-,-,17,-,-
2017,כרם שלום,1085,29,23,5,3,2,-,-,-,1,-,-
2017,כרם יבנה (ישיבה),1094,51,47,4,4,-,-,-,-,-,-,-
2017,כרמיאל,1139,16278,14180,1236,693,233,310,87,173,437,13,152
2017,כרמים,1198,114,104,8,5,3,-,-,-,2,-,-
2017,לבון,1207,251,221,20,17,3,-,-,-,10,-,-
2017,לבנים,1230,207,181,16,14,2,-,-,4,6,-,-
2017,כרמי יוסף,1264,1095,967,83,69,12,2,-,-,44,-,1
2017,כרכום,1285,300,261,30,23,4,3,-,1,8,-,-
2017,כרמי קטיף,1374,55,50,5,5,-,-,-,-,-,-,-
2017,להב,2023,176,162,11,7,4,-,-,-,3,-,-
2017,כפר תפוח,3572,287,229,48,35,12,1,-,-,9,-,1
2017,כרמל,3656,143,116,25,14,3,8,-,-,-,2,-
2017,כרמי צור,3766,242,205,26,25,1,-,-,-,11,-,-
2017,לכיש,24,392,253,118,92,23,3,-,-,20,1,-
2017,לוזית,52,312,210,31,24,6,1,38,4,4,-,25
2017,מאיר שפיה,102,40,33,3,3,-,-,-,-,4,-,-
2017,לוחמי הגיטאות,595,287,248,26,23,3,-,-,-,13,-,-
2017,לימן,674,360,294,53,38,15,-,-,-,13,-,-
2017,מבוא ביתר,771,364,314,39,37,2,-,-,-,10,-,1
2017,לקיה,1060,3076,2218,681,542,45,94,13,-,14,-,150
2017,מבועים,1080,554,496,40,24,11,5,1,1,15,-,1
2017,מבוא מודיעים,1141,71,55,13,12,1,-,-,-,3,-,-
2017,לוטם,1171,262,241,18,17,1,-,-,-,3,-,-
2017,לפידות,1173,78,66,11,9,2,-,-,-,1,-,-
2017,לוטן,1255,51,44,5,4,1,-,-,-,2,-,-
2017,להבים,1271,2936,2740,128,102,20,6,-,7,59,-,2
2017,לפיד,1310,982,875,53,44,8,1,-,4,50,-,-
2017,מבואות ים,1318,18,18,-,-,-,-,-,-,-,-,-
2017,מאור,2055,582,498,59,47,10,2,1,1,21,1,1
2017,מבוא דותן,3569,172,141,23,19,3,1,-,1,6,-,1
2017,מבוא חורון,3709,724,584,127,73,45,9,-,-,11,-,2
2017,מבוא חמה,4204,202,168,26,23,3,-,-,-,7,1,-
2017,לוד,7000,59851,55103,3460,2607,576,277,135,264,615,30,244
2017,מגדל,65,806,642,116,75,29,12,-,5,41,-,2
2017,מגל,375,411,362,35,24,10,1,-,-,13,1,-
2017,מגאר,481,8013,6750,1078,881,114,83,20,19,55,9,82
2017,מג'ד אל-כרום,516,5082,4224,717,506,123,88,16,8,83,6,28
2017,מבקיעים,573,193,172,15,11,4,-,-,-,5,-,1
2017,מגידו,586,279,246,28,22,4,2,-,-,5,-,-
2017,מגדים,689,576,460,98,65,16,17,-,1,16,1,-
2017,מגן,695,257,178,56,55,1,-,7,-,15,1,-
2017,מגשימים,722,608,448,106,65,39,2,-,2,52,-,-
2017,מבטחים,829,315,211,95,51,15,29,-,-,7,-,2
2017,מגדל העמק,874,8236,7261,676,360,205,111,20,25,225,1,28
2017,מדרשת רופין,897,24,5,3,2,1,-,16,-,-,-,-
2017,מבשרת ציון,1015,11282,10052,659,457,134,68,33,136,380,6,16
2017,מדרשת בן גוריון,1140,644,522,105,75,30,-,-,-,17,-,-
2017,מגן שאול,1155,270,214,47,34,11,2,-,-,6,-,3
2017,מדרך עוז,2029,336,264,53,46,7,-,-,1,18,-,-
2017,מגדל עוז,3561,66,51,12,11,1,-,-,-,3,-,-
2017,מגדלים,3751,104,97,6,6,-,-,-,-,1,-,-
2017,מודיעין עילית,3797,3717,3117,414,368,36,10,29,9,109,-,39
2017,מג'דל שמס,4201,4912,3636,1183,918,184,81,4,5,43,7,34
2017,מזכרת בתיה,28,6046,5379,357,268,66,23,4,51,246,6,3
2017,מטולה,43,895,739,130,96,27,7,-,1,24,-,1
2017,מזרע,104,274,232,25,19,5,1,-,-,17,-,-
2017,מוצא עילית,208,501,447,36,28,6,2,-,1,16,-,1
2017,מולדת,269,416,361,38,31,7,-,-,-,16,-,1
2017,מחניים,308,289,260,22,18,4,-,-,1,6,-,-
2017,מזרעה,517,1539,1205,222,162,42,18,1,4,105,-,2
2017,מזור,606,642,511,94,67,21,6,-,1,36,-,-
2017,מוקייבלה,635,1489,1018,254,176,24,54,74,1,32,-,110
2017,מייסר,649,766,646,102,97,4,1,-,-,15,-,3
2017,מחסיה,776,167,141,20,16,4,-,-,1,4,1,-
2017,מטע,822,314,276,32,30,2,-,-,-,6,-,-
2017,מי עמי,1128,165,150,12,11,1,-,-,-,3,-,-
2017,מורן,1163,206,179,19,17,2,-,-,1,7,-,-
2017,מורשת,1178,487,449,28,24,4,-,-,-,9,-,1
2017,מחנה יתיר,1196,60,54,6,5,1,-,-,-,-,-,-
2017,מודיעין-מכבים-רעות*,1200,32859,30294,1480,1024,375,81,20,161,834,24,46
2017,מיטב,2054,269,209,48,21,7,20,-,-,10,-,2
2017,מחולה,3599,178,159,14,11,3,-,-,-,5,-,-
2017,מיצר,4019,91,70,17,14,2,1,-,-,4,-,-
2017,מנחמיה,48,566,445,69,49,18,2,3,2,38,-,9
2017,מלאה,164,178,138,27,19,6,2,-,-,12,-,1
2017,מסדה,263,135,120,11,10,1,-,-,-,4,-,-
2017,מנרה,347,109,86,15,12,1,2,-,-,8,-,-
2017,מכמורת,382,684,592,70,52,15,3,-,-,22,-,-
2017,מלכייה,596,173,150,17,12,5,-,-,-,5,-,1
2017,מירון,607,251,202,39,15,5,19,-,-,9,1,-
2017,מישר,731,379,305,59,18,28,13,-,1,14,-,-
2017,מנשית זבדה,994,453,329,113,77,19,17,-,3,7,-,1
2017,מלכישוע,1154,16,11,4,4,-,-,-,-,1,-,-
2017,מנוף,1174,319,289,22,21,1,-,-,-,8,-,-
2017,מכמנים,1202,196,168,14,11,3,-,1,-,12,-,1
2017,מנות,1205,227,198,22,17,1,4,-,1,6,-,-
2017,מסד,1258,216,189,21,15,5,1,-,-,6,-,-
2017,מיתר,1268,3797,3477,209,178,29,2,2,11,94,3,1
2017,מירב,1282,174,153,16,15,1,-,-,-,5,-,-
2017,מכחול,1343,34,24,9,9,-,-,-,-,-,-,1
2017,מנוחה,2030,240,191,44,22,17,5,-,1,4,-,-
2017,מלילות,2044,151,122,22,14,3,5,-,3,3,1,-
2017,מכורה,3614,71,58,10,9,1,-,-,-,3,-,-
2017,מעברות,197,314,164,122,21,4,97,-,-,25,3,-
2017,מעוז חיים,272,232,187,31,25,6,-,-,-,14,-,-
2017,מעלה החמישה,286,270,237,25,19,2,4,-,1,7,-,-
2017,מעיין צבי,290,299,282,12,11,1,-,-,-,5,-,-
2017,מסילות,298,183,162,16,13,2,1,-,-,5,-,-
2017,מעיין ברוך,416,259,230,17,17,-,-,1,1,10,-,-
2017,מעיליא,518,1620,1295,295,233,27,35,2,2,18,2,6
2017,מעונה,570,468,354,99,43,21,35,-,-,15,-,-
2017,מעגן,678,1165,821,326,207,62,57,7,-,11,-,-
2017,מעגן מיכאל,694,402,326,59,51,7,1,-,-,16,1,-
2017,מסילת ציון,742,409,373,31,22,9,-,-,-,4,1,-
2017,מסלול,748,307,247,43,28,7,8,-,3,13,-,1
2017,מעגלים,1082,651,499,141,61,14,66,-,6,4,-,1
2017,מעלה גלבוע,1127,166,158,6,6,-,-,-,-,2,-,-
2017,מעלה אפרים,3608,460,404,34,24,8,2,1,-,20,-,1
2017,מעלה אדומים,3616,12804,11431,734,493,171,70,26,151,398,6,58
2017,מעון,3657,156,135,16,15,1,-,-,-,5,-,-
2017,מעלה לבונה,3752,168,141,23,22,1,-,-,-,3,-,1
2017,מעלה גמלא,4008,294,207,70,64,5,1,-,-,17,-,-
2017,מסעדה,4203,1753,1216,509,418,62,29,2,-,11,1,14
2017,מקווה ישראל,22,82,65,12,11,1,-,-,-,4,-,1
2017,מצפה,58,81,65,14,8,6,-,-,-,1,-,1
2017,מצפה רמון,99,1502,1232,219,201,17,1,4,-,41,-,6
2017,מעש,230,526,438,49,33,13,3,-,1,38,-,-
2017,מצובה,325,481,425,34,26,8,-,-,-,21,1,-
2017,מענית,344,309,263,27,16,4,7,-,-,19,-,-
2017,מצר,648,197,174,18,13,5,-,-,-,5,-,-
2017,מפלסים,668,280,239,27,21,6,-,-,-,14,-,-
2017,מצליח,757,696,560,108,60,37,11,1,4,22,1,-
2017,מעלות-תרשיחא,1063,7605,6680,633,486,107,40,39,21,188,2,42
2017,מצפה נטופה,1190,325,304,17,16,1,-,-,-,4,-,-
2017,"מצפה אבי""ב",1222,475,388,53,46,7,-,8,1,21,-,4
2017,מעלה עירון,1327,5093,4059,921,692,146,83,4,2,71,11,25
2017,מצפה אילן,1370,75,74,1,1,-,-,-,-,-,-,-
2017,מצפה יריחו,3576,537,463,57,52,5,-,-,1,15,-,1
2017,מצפה שלם,3610,74,63,8,8,-,-,-,-,3,-,-
2017,מעלה שומרון,3637,327,284,33,26,5,2,-,-,10,-,-
2017,מעלה מכמש,3651,427,371,42,30,12,-,-,-,14,-,-
2017,מעלה עמוס,3653,98,88,8,6,2,-,-,-,2,-,-
2017,מצדות יהודה,3745,143,124,12,12,-,-,-,-,7,-,-
2017,מרחביה (קיבוץ),66,477,390,60,19,12,29,-,1,26,-,-
2017,מרחביה (מושב),97,367,293,53,36,15,2,-,-,21,-,-
2017,משמר העמק,130,295,253,35,32,-,3,-,-,7,-,-
2017,משמר השרון,194,212,186,20,17,3,-,-,-,6,-,-
2017,משגב עם,378,142,122,13,11,2,-,-,-,7,-,-
2017,משמר הנגב,395,348,271,63,17,11,35,-,-,14,-,-
2017,משאבי שדה,421,133,123,5,4,1,-,-,-,5,-,-
2017,משהד,520,2882,2098,750,420,77,253,6,7,9,-,12
2017,משמר דוד,563,288,265,17,12,3,2,-,-,6,-,-
2017,משואות יצחק,620,250,224,15,11,-,4,-,-,11,-,-
2017,משמר איילון,670,309,237,57,39,18,-,-,2,13,-,-
2017,משמר השבעה,729,593,445,105,51,47,7,-,5,37,1,-
2017,משמר הירדן,732,368,307,53,41,8,4,1,-,6,-,1
2017,משגב דב,765,355,293,44,28,15,1,-,-,18,-,-
2017,מרגליות,843,252,194,52,37,5,10,-,1,4,-,1
2017,מרכז שפירא,1098,785,724,54,40,8,6,1,1,4,-,1
2017,מרחב עם,1340,112,92,18,18,-,-,-,-,-,-,2
2017,משואה,3605,121,74,43,37,6,-,-,-,4,-,-
2017,משכיות,3785,55,44,10,10,-,-,-,-,-,-,1
2017,מרום גולן,4101,327,268,53,45,4,4,-,-,5,-,1
2017,נוגה,55,268,181,79,46,20,13,-,3,5,-,-
2017,נהלל,80,962,761,170,121,35,14,-,2,27,-,2
2017,משמרות,213,327,274,34,29,5,-,-,-,19,-,-
2017,נהורה,309,707,510,94,42,27,25,21,38,20,3,21
2017,נגבה,315,321,282,21,17,4,-,-,1,17,-,-
2017,נבטים,396,374,341,24,12,6,6,-,-,9,-,-
2017,נאות מרדכי,408,246,215,21,21,-,-,-,-,10,-,-
2017,משמרת,425,507,397,79,59,17,3,-,-,30,1,-
2017,נאעורה,524,899,625,262,157,28,77,-,2,6,-,4
2017,נווה אור,590,172,144,18,18,-,-,-,-,10,-,-
2017,משען,791,485,364,104,55,22,27,-,1,12,4,-
2017,נאות הכיכר,1124,141,109,23,21,2,-,-,-,9,-,-
2017,מתת,1184,93,72,19,17,2,-,-,-,2,-,-
2017,נאות סמדר,1197,50,36,13,13,-,-,-,-,1,-,-
2017,מתן,1315,1466,1289,92,71,20,1,-,7,77,-,1
2017,מתתיהו,3648,131,117,10,8,2,-,-,-,4,-,-
2017,נגוהות,3724,70,56,14,11,2,1,-,-,-,-,-
2017,נוב,4304,296,229,56,54,2,-,-,-,11,-,-
2017,נאות גולן,4551,282,215,52,45,6,1,-,1,14,-,-
2017,נהרייה,9100,20309,17635,1385,909,284,192,169,78,958,23,61
2017,נועם,15,185,140,40,16,9,15,-,2,1,-,2
2017,נווה איתן,296,104,86,13,11,2,-,-,1,4,-,-
2017,נווה ים,312,124,114,7,3,3,1,-,1,2,-,-
2017,נווה אילן,405,402,368,19,16,2,1,-,1,14,-,-
2017,נווה ימין,686,897,604,250,103,64,83,-,-,33,10,-
2017,נווה מבטח,827,371,297,56,36,19,1,-,-,18,-,-
2017,נווה ירק,858,667,516,93,67,16,10,14,6,34,4,-
2017,נווה זוהר,1057,41,25,9,8,1,-,3,-,3,1,-
2017,נצרת עילית,1061,14526,13037,1139,804,229,106,31,49,218,6,46
2017,נווה מיכאל,1071,265,215,31,22,5,4,8,2,4,-,5
2017,נווה שלום,1259,134,122,7,7,-,-,-,-,5,-,-
2017,נווה חריף,1279,46,40,4,4,-,-,-,-,2,-,-
2017,נופית,1284,1343,1206,90,64,18,8,-,2,37,8,-
2017,נווה זיו,1314,319,296,19,15,4,-,-,-,4,-,-
2017,נוף איילון,1333,786,718,41,36,2,3,-,-,27,-,-
2017,נווה,1366,150,127,20,19,1,-,-,-,2,-,1
2017,חלמיש,3573,420,369,32,32,-,-,-,-,19,-,-
2017,נווה דניאל,3725,752,684,52,45,4,3,-,-,16,-,-
2017,נופים,3790,278,244,21,19,1,1,-,2,10,-,1
2017,"נווה אטי""ב",4303,110,76,31,23,7,1,-,-,2,-,1
2017,נחושה,59,356,309,40,34,6,-,-,-,6,-,1
2017,נטעים,174,384,327,34,22,12,-,-,-,23,-,-
2017,נופך,257,213,185,18,13,4,1,-,-,10,-,-
2017,נחשולים,433,293,253,32,29,2,1,-,-,7,-,1
