Years,שם יישוב,"סה""כ אוכלוסייה בסוף השנה",אחוז באוכלוסייה בסוף השנה בני 19-15,אחוז באוכלוסייה בסוף השנה בני 29-20,אחוז באוכלוסייה בסוף השנה בני 44-30
2017,כרמיאל,45900.0,6.8,6.62,13.02
2017,להבים,6400.0,9.06,9.2,15.72
2017,לוד,74600.0,8.0,8.16,13.8
2017,לקיה,12900.0,13.65,11.58,16.67
2017,מבשרת ציון,24400.0,7.21,7.11,14.15
2017,מגאר,22300.0,8.98,10.04,19.12
2017,מג'ד אל-כרום,15100.0,11.12,11.39,17.01
2017,מגדל,1900.0,8.53,7.42,14.04
2017,מגדל העמק,25400.0,7.4,8.15,13.76
2017,מג'דל שמס,10900.0,9.57,8.87,15.02
2017,מודיעין עילית,70100.0,14.8,8.64,12.04
2017,מודיעין-מכבים-רעות*,91300.0,11.5,9.31,10.73
2017,מזכרת בתיה,14200.0,10.2,8.37,11.24
2017,מזרעה,3800.0,7.36,8.5,21.23
2017,מטולה,1600.0,6.78,5.48,21.28
2017,מיתר,7700.0,10.69,8.49,12.8
2017,מסעדה,3600.0,10.61,8.63,13.7
2017,מעיליא,3200.0,7.59,8.68,13.23
2017,מעלה אדומים,37800.0,9.4,8.58,15.46
2017,מעלה אפרים,1200.0,7.3,4.56,16.93
2017,מעלה עירון,14600.0,10.75,12.22,17.82
2017,מעלות-תרשיחא,21300.0,7.5,7.18,14.22
2017,מצפה רמון,5200.0,8.15,10.06,20.17
2017,משהד,8100.0,10.33,10.58,18.92
2017,נהרייה,56100.0,7.1,6.42,12.22
2017,נחף,12600.0,11.56,11.67,17.63
2017,נס ציונה,49100.0,9.5,6.9,9.7
2017,נצרת,76600.0,8.9,10.03,17.18
2017,נצרת עילית,40600.0,6.2,6.49,12.94
2017,נשר,23700.0,5.7,5.4,14.37
2017,נתיבות,33800.0,10.6,8.12,15.85
2017,נתניה,214100.0,7.0,6.1,12.18
2017,סאג'ור,4100.0,9.43,10.03,19.86
2017,סביון*,3900.0,9.13,8.82,12.45
2017,סח'נין,30500.0,9.7,10.16,16.79
2017,ע'ג'ר,2600.0,11.22,9.93,17.51
2017,עומר,7600.0,9.34,7.57,10.78
2017,עיילבון,5600.0,8.16,9.06,16.21
2017,עילוט,7900.0,10.85,10.77,19.04
2017,עין מאהל,12800.0,9.76,12.4,17.94
2017,עין קנייא,2000.0,9.1,9.49,15.3
2017,עכו,48300.0,6.9,7.49,14.55
2017,עמנואל,3400.0,12.56,7.3,16.92
2017,עספיא,12100.0,8.44,8.61,15.71
2017,עפולה,49200.0,6.8,6.46,15.46
2017,עראבה,25000.0,11.3,11.65,16.76
2017,ערד,25500.0,6.6,6.65,15.36
2017,ערערה,24500.0,10.78,11.31,16.1
2017,ערערה-בנגב,17000.0,14.32,12.74,17.28
2017,פוריידיס,12900.0,9.81,10.43,16.84
2017,פסוטה,3100.0,7.0,7.94,16.11
2017,פקיעין (בוקייעה),5800.0,8.1,8.32,17.74
2017,פרדס חנה-כרכור,41100.0,8.63,6.59,10.65
2017,פרדסייה,5800.0,7.0,7.14,17.55
2017,פתח תקווה,240400.0,7.5,6.38,11.0
2017,צפת,35300.0,10.2,8.58,16.11
2017,קדומים,4500.0,12.83,6.92,12.59
2017,קדימה-צורן,22000.0,9.66,8.58,12.64
2017,קלנסווה,22400.0,11.0,11.69,17.04
2017,קצרין,7100.0,8.22,6.89,14.82
2017,קריית אונו,39400.0,8.5,6.1,9.13
2017,קריית ארבע,7300.0,9.17,10.81,16.34
2017,קריית אתא,57500.0,6.7,6.03,13.53
2017,קריית ביאליק,39600.0,5.9,5.38,11.74
2017,קריית גת,53500.0,7.4,6.88,15.84
2017,קריית טבעון,17700.0,7.3,6.65,11.33
2017,קריית ים,39700.0,5.3,4.89,11.95
2017,קריית יערים,4800.0,12.13,8.97,18.76
2017,קריית מוצקין,41400.0,5.9,5.49,11.38
2017,קריית מלאכי,22300.0,7.9,6.72,17.78
2017,קריית עקרון,10900.0,6.63,6.67,15.78
2017,קריית שמונה,22800.0,7.1,7.03,17.53
2017,קרני שומרון,7400.0,8.85,8.28,18.01
2017,ראמה,7600.0,7.81,8.79,17.78
2017,ראש העין,50500.0,7.3,7.21,15.03
2017,ראש פינה,3100.0,7.74,7.35,14.15
2017,ראשון לציון,249900.0,6.3,6.52,13.4
2017,רהט,66800.0,13.1,12.7,18.06
2017,רחובות,138400.0,7.4,5.75,11.62
2017,ריינה,18700.0,9.59,11.43,18.0
2017,רכסים,11800.0,11.7,10.84,17.16
2017,רמלה,75700.0,7.5,6.92,14.46
2017,רמת גן,156300.0,5.5,4.99,12.42
2017,רמת השרון,46000.0,7.8,6.35,9.46
2017,רמת ישי,7700.0,8.15,7.43,13.06
2017,רעננה,72800.0,7.9,7.12,12.22
2017,שבלי - אום אל-גנם,5900.0,10.89,10.97,15.38
2017,שגב-שלום,9900.0,14.06,13.03,16.96
2017,שדרות,25100.0,6.2,6.1,18.51
2017,שוהם,20900.0,10.6,11.47,15.73
2017,שלומי,6200.0,8.27,7.55,12.98
2017,שעב,6800.0,9.79,10.65,18.76
2017,שפרעם,41000.0,9.6,10.45,16.99
2017,תל אביב -יפו,443900.0,4.8,4.16,14.09
2017,תל מונד,12600.0,10.96,10.23,12.42
2017,תל שבע,19700.0,14.41,13.27,16.51
2016,אבו גוש,7100.0,10.2,9.7,17.3
2016,אבו סנאן,13500.0,9.8,10.5,17.4
2016,אבן יהודה,13500.0,9.4,7.5,10.1
2016,אום אל-פחם,53300.0,11.6,12.0,16.6
2016,אופקים,26600.0,8.1,7.8,17.4
2016,אור יהודה,36500.0,7.1,7.4,14.7
2016,אור עקיבא,17600.0,6.7,6.2,13.8
2016,אורנית,8700.0,9.8,8.1,11.7
2016,אזור,12600.0,5.9,5.7,13.7
2016,אילת,50100.0,6.5,6.5,16.8
2016,אכסאל,14000.0,11.1,10.9,17.8
2016,אליכין,3400.0,8.9,7.8,13.8
2016,אלעד,45900.0,17.3,10.0,9.6
2016,אלפי מנשה,7800.0,10.1,7.9,10.6
2016,אלקנה,3900.0,9.2,6.4,17.8
2016,אעבלין,12800.0,10.3,10.7,16.3
2016,אפרת,8700.0,11.2,10.4,16.2
2016,אריאל,19200.0,5.9,5.9,21.9
2016,אשדוד,221600.0,8.1,7.6,13.4
2016,אשקלון,134500.0,6.5,6.3,13.8
2016,באקה אל-גרביה,28500.0,11.6,11.2,16.1
2016,באר יעקב,20400.0,7.0,7.4,11.4
2016,באר שבע,205800.0,6.6,6.4,14.8
2016,בועיינה-נוג'ידאת,9300.0,11.1,11.3,18.5
2016,בוקעאתא,6400.0,9.3,9.9,16.0
2016,ביר אל-מכסור,8900.0,10.4,10.3,17.7
2016,בית אל,6100.0,13.5,17.6,17.1
2016,בית אריה,4800.0,10.0,8.5,12.2
2016,בית ג'ן,11600.0,9.0,9.5,18.7
2016,בית דגן,7100.0,9.1,8.0,14.5
2016,בית שאן,17600.0,8.2,7.9,16.1
2016,בית שמש,109800.0,13.1,8.6,14.5
2016,ביתר עילית,51600.0,15.2,9.5,12.6
2016,בני ברק,189000.0,11.0,10.3,16.5
2016,"בני עי""ש",7000.0,6.0,5.8,14.0
2016,בנימינה-גבעת עדה*,15200.0,10.7,8.2,10.0
2016,"בסמ""ה",9200.0,11.5,11.7,17.6
2016,בסמת טבעון,7600.0,10.9,10.9,17.3
2016,בענה,8000.0,11.3,11.7,16.8
2016,בת ים,128900.0,5.2,5.0,11.6
2016,גבעת זאב,16900.0,8.6,6.8,16.7
2016,גבעת שמואל,25500.0,9.3,6.7,13.1
2016,גבעתיים,58500.0,5.4,4.5,11.2
2016,ג'דיידה-מכר,20300.0,11.0,12.0,16.2
2016,גדרה,27000.0,10.8,9.2,10.5
2016,ג'ולס,6200.0,8.7,9.5,19.1
2016,ג'לג'וליה,9600.0,11.7,11.7,16.5
2016,גן יבנה,23100.0,11.1,9.5,13.6
2016,גני תקווה,17300.0,8.7,6.3,10.1
2016,ג'סר א-זרקא,14200.0,12.1,11.1,17.1
2016,ג'ש (גוש חלב),3100.0,8.0,8.0,15.2
2016,ג'ת,11400.0,10.2,10.7,17.8
2016,דאלית אל-כרמל,17000.0,8.3,8.3,16.6
2016,דבורייה,10000.0,10.9,10.9,16.0
2016,דייר אל-אסד,11900.0,11.4,10.5,17.5
2016,דייר חנא,9900.0,10.1,10.0,17.5
2016,דימונה,33500.0,7.5,8.2,15.0
2016,הוד השרון,58900.0,8.0,6.8,11.1
2016,הר אדר,4000.0,10.1,10.3,11.8
2016,הרצלייה,93100.0,6.1,5.5,11.7
2016,זכרון יעקב,22700.0,9.6,9.3,12.5
2016,זמר,6600.0,9.7,10.5,17.1
2016,זרזיר,7600.0,10.7,10.7,18.4
2016,חדרה,91700.0,6.7,6.6,13.4
2016,חולון,190800.0,6.5,6.0,11.8
2016,חורה,20000.0,15.0,12.4,15.1
2016,חורפיש,6200.0,9.8,9.7,17.4
2016,חיפה,279600.0,5.6,5.8,13.5
2016,חצור הגלילית,9000.0,8.3,8.9,16.2
2016,חריש,1400.0,7.8,3.3,10.1
2016,טבריה,43100.0,7.8,7.2,15.1
2016,טובא-זנגרייה,6400.0,11.0,10.6,17.6
2016,טורעאן,13500.0,10.8,11.0,17.6
2016,טייבה,41600.0,11.5,10.8,15.9
2016,טירה,25300.0,9.8,10.0,17.5
2016,טירת כרמל,20300.0,6.2,5.8,14.5
2016,טמרה,32800.0,10.8,10.7,16.8
2016,יאנוח-ג'ת,6400.0,10.3,9.7,18.5
2016,יבנאל,4200.0,11.4,8.1,13.3
2016,יבנה,44100.0,6.7,6.0,13.6
2016,יהוד,29300.0,7.6,7.1,12.1
2016,יסוד המעלה,1700.0,9.3,8.1,12.0
2016,יפיע,18400.0,9.8,11.0,17.1
2016,יקנעם עילית,22000.0,9.4,8.3,11.7
2016,ירוחם,9200.0,8.7,9.7,15.2
2016,ירושלים,882700.0,10.1,9.4,16.4
2016,ירכא,16600.0,10.1,10.4,17.9
2016,כאבול,13400.0,10.9,10.5,17.0
2016,כאוכב אבו אל-היג'א,3400.0,10.3,9.7,15.4
2016,כוכב יאיר,9000.0,8.4,9.9,16.5
2016,כסיפה,19700.0,13.6,11.8,16.6
2016,כסרא-סמיע,8300.0,11.1,10.1,19.1
2016,כעביה-טבאש-חג'אג'רה,5100.0,11.1,11.4,18.2
2016,כפר ברא,3400.0,12.2,13.1,18.6
2016,כפר ורדים,5600.0,9.2,9.7,13.1
2016,כפר יאסיף,9700.0,9.0,9.2,16.5
2016,כפר יונה,22300.0,9.2,7.1,12.0
2016,כפר כמא,3200.0,7.4,8.1,16.9
2016,כפר כנא,21500.0,11.1,11.6,17.3
2016,כפר מנדא,18800.0,11.4,12.1,18.9
2016,כפר סבא,99000.0,6.6,5.9,10.4
2016,כפר קאסם,22300.0,11.6,11.5,18.0
2016,כפר קרע,18000.0,10.0,10.2,17.7
2016,כפר שמריהו,1900.0,7.9,7.0,10.3
2016,כפר תבור,4000.0,9.3,8.5,12.4
2016,כרמיאל,45300.0,6.7,6.7,12.9
2016,להבים,6400.0,9.0,9.3,15.5
2016,לוד,73600.0,8.1,8.1,13.8
2016,לקיה,12300.0,13.8,11.3,16.4
2016,מבשרת ציון,24400.0,7.3,7.0,14.8
2016,מגאר,21900.0,9.3,10.3,18.9
2016,מג'ד אל-כרום,14800.0,11.5,11.1,16.9
2016,מגדל,1900.0,8.5,7.1,14.3
2016,מגדל העמק,25100.0,7.7,8.1,14.1
2016,מג'דל שמס,10800.0,9.3,8.9,15.0
2016,מודיעין עילית,66800.0,14.4,8.0,12.6
2016,מודיעין-מכבים-רעות*,90000.0,11.3,8.9,10.4
2016,מזכרת בתיה,13400.0,10.1,8.2,11.6
2016,מזרעה,3700.0,7.7,8.3,21.5
2016,מטולה,1600.0,6.2,5.6,21.9
2016,מיתר,7500.0,10.0,8.8,12.8
2016,מסעדה,3600.0,10.2,8.9,13.9
2016,מעיליא,3200.0,7.9,8.3,13.2
2016,מעלה אדומים,37700.0,9.2,8.8,15.3
2016,מעלה אפרים,1200.0,6.1,6.3,18.6
2016,מעלה עירון,14300.0,11.4,12.3,17.0
2016,מעלות-תרשיחא,21100.0,7.2,7.5,14.2
2016,מצפה רמון,5100.0,8.8,11.3,18.3
2016,משהד,8000.0,10.4,10.9,18.9
2016,נהרייה,54900.0,7.2,6.4,12.2
2016,נחף,12300.0,12.1,11.3,17.8
2016,נס ציונה,48200.0,9.0,6.8,9.8
2016,נצרת,75900.0,9.3,10.1,16.9
2016,נצרת עילית,40200.0,6.2,6.5,12.9
2016,נשר,23700.0,5.6,5.5,14.7
2016,נתיבות,32500.0,10.6,7.9,16.4
2016,נתניה,210800.0,6.9,6.0,12.5
2016,סאג'ור,4100.0,9.5,10.2,19.8
2016,סביון*,3800.0,9.0,9.0,11.6
2016,סח'נין,29900.0,10.0,9.9,16.9
2016,ע'ג'ר,2500.0,11.0,9.9,17.4
2016,עומר,7500.0,9.0,7.5,10.8
2016,עיילבון,5500.0,8.6,9.0,16.1
2016,עילוט,7700.0,11.5,10.8,18.4
2016,עין מאהל,12600.0,10.6,11.9,18.1
2016,עין קנייא,2000.0,9.7,8.8,15.3
2016,עכו,47800.0,7.0,7.5,14.8
2016,עמנואל,3300.0,11.7,8.3,16.3
2016,עספיא,11900.0,8.5,8.8,15.9
2016,עפולה,47000.0,6.8,6.6,15.8
2016,עראבה,24500.0,11.7,11.2,16.4
2016,ערד,24700.0,7.0,6.7,15.1
2016,ערערה,24200.0,11.1,11.2,15.6
2016,ערערה-בנגב,16300.0,14.6,12.5,16.9
2016,פוריידיס,12600.0,10.0,10.4,16.7
2016,פסוטה,3100.0,7.0,8.6,15.2
2016,פקיעין (בוקייעה),5700.0,8.3,8.5,17.6
2016,פרדס חנה-כרכור,39600.0,8.4,6.6,10.9
2016,פרדסייה,5800.0,6.9,7.8,18.0
2016,פתח תקווה,236200.0,7.4,6.2,11.2
2016,צפת,33600.0,10.0,8.7,15.8
2016,קדומים,4300.0,12.0,7.4,12.7
2016,קדימה-צורן,21400.0,9.6,8.6,12.6
2016,קלנסווה,21900.0,11.5,11.8,16.7
2016,קצרין,7000.0,7.7,7.0,15.0
2016,קריית אונו,38600.0,8.1,5.8,9.5
2016,קריית ארבע,7300.0,9.5,10.9,16.1
2016,קריית אתא,56600.0,6.5,6.1,14.1
2016,קריית ביאליק,39300.0,5.8,5.4,12.1
2016,קריית גת,52600.0,7.2,7.2,16.0
2016,קריית טבעון,17600.0,7.1,6.6,11.4
2016,קריית ים,39400.0,5.1,5.0,12.5
2016,קריית יערים,4200.0,12.1,10.3,19.0
2016,קריית מוצקין,40800.0,5.9,5.5,11.6
2016,קריית מלאכי,21800.0,7.6,7.2,18.3
2016,קריית עקרון,10800.0,6.9,7.1,16.2
2016,קריית שמונה,22900.0,7.2,7.2,17.5
2016,קרני שומרון,7100.0,8.8,9.5,18.3
2016,ראמה,7500.0,8.1,9.0,17.6
2016,ראש העין,45500.0,7.5,8.1,15.8
2016,ראש פינה,3000.0,7.2,7.8,13.8
2016,ראשון לציון,247300.0,6.3,6.5,13.6
2016,רהט,64500.0,13.6,12.8,17.7
2016,רחובות,135700.0,7.2,5.7,12.0
2016,ריינה,18600.0,10.1,11.3,17.8
2016,רכסים,11400.0,12.2,11.2,16.8
2016,רמלה,75000.0,7.4,7.0,14.8
2016,רמת גן,153700.0,5.5,5.0,12.6
2016,רמת השרון,45100.0,7.4,6.3,9.5
2016,רמת ישי,7600.0,8.1,7.2,13.5
2016,רעננה,71700.0,7.7,7.1,12.3
2016,שבלי - אום אל-גנם,5800.0,11.4,10.9,14.9
2016,שגב-שלום,9500.0,14.8,12.7,16.5
2016,שדרות,24000.0,6.0,7.3,18.3
2016,שוהם,20700.0,11.1,11.3,15.3
2016,שלומי,6200.0,8.4,7.1,12.9
2016,שעב,6700.0,10.4,10.8,18.3
2016,שפרעם,40500.0,10.1,10.3,16.5
2016,תל אביב -יפו,438800.0,4.8,4.2,14.2
2016,תל מונד,12200.0,11.0,10.2,11.9
2016,תל שבע,19200.0,15.0,12.9,16.2
